id,product_id,color,price,season,image_url,name,brand,gender,category,isTrendy
60,S2921I05S-C11,Grey,40,ALL,https://secure-i2.ztat.net/detail/S2/92/1I/05/SC/11/S2921I05S-C11@2.jpg,Cardigan - grey/ black,Sir Oliver,FEMALE,womens-clothing-cardigans,0
61,CO121I02Y-O11,Brown,60,ALL,https://secure-i2.ztat.net/detail/CO/12/1I/02/YO/11/CO121I02Y-O11@14.jpg,Cardigan - braun,"comma,",FEMALE,womens-clothing-cardigans,0
62,CO121I02Y-C11,Grey,60,ALL,https://secure-i2.ztat.net/detail/CO/12/1I/02/YC/11/CO121I02Y-C11@14.jpg,Cardigan - grau,"comma,",FEMALE,womens-clothing-cardigans,0
63,CO121I02Y-Q11,Black,60,ALL,https://secure-i5.ztat.net/detail/CO/12/1I/02/YQ/11/CO121I02Y-Q11@13.jpg,Cardigan - schwarz,"comma,",FEMALE,womens-clothing-cardigans,0
64,ED121I03M-Q11,Black,29,ALL,https://secure-i6.ztat.net/detail/ED/12/1I/03/MQ/11/ED121I03M-Q11@14.jpg,Cardigan - black,edc by Esprit,FEMALE,womens-clothing-cardigans,0
65,TO721I02B-Q11,Black,45,ALL,https://secure-i4.ztat.net/detail/TO/72/1I/02/BQ/11/TO721I02B-Q11@15.jpg,Cardigan - black,Tom Tailor Denim,FEMALE,womens-clothing-cardigans,0
66,SO221I08O-Q11,Black,40,ALL,https://secure-i4.ztat.net/detail/SO/22/1I/08/OQ/11/SO221I08O-Q11@14.jpg,Cardigan - black,s.Oliver,FEMALE,womens-clothing-cardigans,0
67,ES121I043-K11,Blue,29,ALL,https://secure-i2.ztat.net/detail/ES/12/1I/04/3K/11/ES121I043-K11@2.2.jpg,Cardigan - cinder blue,Esprit,FEMALE,womens-clothing-cardigans,0
68,TO721I02B-G11,Red,45,ALL,https://secure-i3.ztat.net/detail/TO/72/1I/02/BG/11/TO721I02B-G11@14.jpg,Cardigan - mauve wine red,Tom Tailor Denim,FEMALE,womens-clothing-cardigans,0
69,TO721I02B-C11,Grey,45,ALL,https://secure-i4.ztat.net/detail/TO/72/1I/02/BC/11/TO721I02B-C11@13.jpg,Cardigan - shale grey melange,Tom Tailor Denim,FEMALE,womens-clothing-cardigans,0
70,VE121I0AX-K12,Blue,23,ALL,https://secure-i6.ztat.net/detail/VE/12/1I/0A/XK/12/VE121I0AX-K12@14.jpg,DANIA - Cardigan - black iris,Vero Moda,FEMALE,womens-clothing-cardigans,0
71,V1021I09I-C11,Grey,21,ALL,https://secure-i6.ztat.net/detail/V1/02/1I/09/IC/11/V1021I09I-C11@14.jpg,RIVA - Cardigan - dark grey melange,Vila,FEMALE,womens-clothing-cardigans,0
72,V1021I09I-Q11,Black,21,ALL,https://secure-i4.ztat.net/detail/V1/02/1I/09/IQ/11/V1021I09I-Q11@14.jpg,RIVA - Cardigan - black,Vila,FEMALE,womens-clothing-cardigans,0
73,SO221I08L-C11,Grey,32,ALL,https://secure-i2.ztat.net/detail/SO/22/1I/08/LC/11/SO221I08L-C11@13.jpg,Cardigan - ash grey melange,s.Oliver,FEMALE,womens-clothing-cardigans,0
74,SO221I08M-M11,Green,32,ALL,https://secure-i4.ztat.net/detail/SO/22/1I/08/MM/11/SO221I08M-M11@14.jpg,Cardigan - lime sorbet,s.Oliver,FEMALE,womens-clothing-cardigans,0
75,M5821I059-Q11,Black,50,ALL,https://secure-i3.ztat.net/detail/M5/82/1I/05/9Q/11/M5821I059-Q11@13.jpg,Cardigan - black,More & More,FEMALE,womens-clothing-cardigans,0
76,SO221I08L-Q11,Black,32,ALL,https://secure-i1.ztat.net/detail/SO/22/1I/08/LQ/11/SO221I08L-Q11@14.jpg,Cardigan - black,s.Oliver,FEMALE,womens-clothing-cardigans,0
77,SO221I08L-K11,Blue,32,ALL,https://secure-i1.ztat.net/detail/SO/22/1I/08/LK/11/SO221I08L-K11@14.jpg,Cardigan - india ink melange,s.Oliver,FEMALE,womens-clothing-cardigans,0
78,SO221I08L-J11,Pink,32,ALL,https://secure-i2.ztat.net/detail/SO/22/1I/08/LJ/11/SO221I08L-J11@14.jpg,Cardigan - deep magenta,s.Oliver,FEMALE,womens-clothing-cardigans,0
79,ON321I09A-Q11,Black,20,SUMMER,https://secure-i6.ztat.net/detail/ON/32/1I/09/AQ/11/ON321I09A-Q11@14.jpg,EMMA - Cardigan - black,ONLY,FEMALE,womens-clothing-cardigans,0
80,ON321I09A-C12,Grey,20,SUMMER,https://secure-i1.ztat.net/detail/ON/32/1I/09/AC/12/ON321I09A-C12@14.jpg,EMMA - Cardigan - medium grey melange,ONLY,FEMALE,womens-clothing-cardigans,0
81,ON321I09A-C11,Grey,20,SUMMER,https://secure-i2.ztat.net/detail/ON/32/1I/09/AC/11/ON321I09A-C11@14.jpg,EMMA - Cardigan - asphalt,ONLY,FEMALE,womens-clothing-cardigans,0
82,ES421I03R-C11,Grey,39,ALL,https://secure-i3.ztat.net/detail/ES/42/1I/03/RC/11/ES421I03R-C11@14.jpg,Cardigan - cody grey melange,ESPRIT Collection,FEMALE,womens-clothing-cardigans,0
83,ES121I042-Q11,Black,25,ALL,https://secure-i3.ztat.net/detail/ES/12/1I/04/2Q/11/ES121I042-Q11@14.jpg,Cardigan - black,Esprit,FEMALE,womens-clothing-cardigans,0
84,ES121I042-C11,Grey,29,ALL,https://secure-i5.ztat.net/detail/ES/12/1I/04/2C/11/ES121I042-C11@14.jpg,Cardigan - light grey melange,Esprit,FEMALE,womens-clothing-cardigans,0
85,ES421I03R-Q11,Black,39,ALL,https://secure-i1.ztat.net/detail/ES/42/1I/03/RQ/11/ES421I03R-Q11@14.jpg,Cardigan - black,ESPRIT Collection,FEMALE,womens-clothing-cardigans,0
86,ES421I03R-K11,Blue,39,ALL,https://secure-i1.ztat.net/detail/ES/42/1I/03/RK/11/ES421I03R-K11@14.jpg,Cardigan - dark navy,ESPRIT Collection,FEMALE,womens-clothing-cardigans,0
87,TO221I02O-K11,Blue,45,ALL,https://secure-i6.ztat.net/detail/TO/22/1I/02/OK/11/TO221I02O-K11@15.1.jpg,Cardigan - dunkelblau,Tom Tailor,FEMALE,womens-clothing-cardigans,0
88,TO221I02O-Q11,Black,45,ALL,https://secure-i5.ztat.net/detail/TO/22/1I/02/OQ/11/TO221I02O-Q11@15.jpg,Cardigan - schwarz,Tom Tailor,FEMALE,womens-clothing-cardigans,0
89,ES121I042-K11,Blue,29,ALL,https://secure-i4.ztat.net/detail/ES/12/1I/04/2K/11/ES121I042-K11@2.jpg,Cardigan - cinder blue,Esprit,FEMALE,womens-clothing-cardigans,0
90,ES121I043-Q11,Black,29,ALL,https://secure-i1.ztat.net/detail/ES/12/1I/04/3Q/11/ES121I043-Q11@2.1.jpg,Cardigan - black,Esprit,FEMALE,womens-clothing-cardigans,0
91,ES421I03F-C11,Grey,29,ALL,https://secure-i3.ztat.net/detail/ES/42/1I/03/FC/11/ES421I03F-C11@2.1.jpg,Cardigan - cosy grey melange,ESPRIT Collection,FEMALE,womens-clothing-cardigans,0
92,ES421I03G-C12,Grey,55,ALL,https://secure-i4.ztat.net/detail/ES/42/1I/03/GC/12/ES421I03G-C12@2.3.jpg,Cardigan - cosy grey melange,ESPRIT Collection,FEMALE,womens-clothing-cardigans,0
93,TO721I027-Q11,Grey,27,ALL,https://secure-i4.ztat.net/detail/TO/72/1I/02/7Q/11/TO721I027-Q11@14.jpg,Cardigan - black,Tom Tailor Denim,FEMALE,womens-clothing-cardigans,0
94,TO221I02N-Q11,Black,27,ALL,https://secure-i5.ztat.net/detail/TO/22/1I/02/NQ/11/TO221I02N-Q11@14.jpg,Cardigan - schwarz,Tom Tailor,FEMALE,womens-clothing-cardigans,0
95,TO221I02N-K11,Blue,27,ALL,https://secure-i5.ztat.net/detail/TO/22/1I/02/NK/11/TO221I02N-K11@14.jpg,Cardigan - dunkelblau,Tom Tailor,FEMALE,womens-clothing-cardigans,0
96,ON321I08U-C12,Grey,17,ALL,https://secure-i6.ztat.net/detail/ON/32/1I/08/UC/12/ON321I08U-C12@13.jpg,RICCO - Cardigan - dark grey melange,ONLY,FEMALE,womens-clothing-cardigans,0
97,V1021I08V-Q11,Black,16,ALL,https://secure-i1.ztat.net/detail/V1/02/1I/08/VQ/11/V1021I08V-Q11@2.1.jpg,CONFIDENT - Cardigan - black,Vila,FEMALE,womens-clothing-cardigans,0
98,V1021I08V-C11,Grey,16,ALL,https://secure-i2.ztat.net/detail/V1/02/1I/08/VC/11/V1021I08V-C11@2.jpg,CONFIDENT - Cardigan - dark grey melange,Vila,FEMALE,womens-clothing-cardigans,0
99,ES121I043-C11,Grey,29,ALL,https://secure-i4.ztat.net/detail/ES/12/1I/04/3C/11/ES121I043-C11@18.jpg,Cardigan - light grey melange,Esprit,FEMALE,womens-clothing-cardigans,0
100,OB121I04G-A11,White,42,WINTER,https://secure-i1.ztat.net/detail/OB/12/1I/04/GA/11/OB121I04G-A11@4.jpg,DEANNA - Cardigan - egret,Object,FEMALE,womens-clothing-cardigans,0
101,M5921I07L-Q11,Black,35,SUMMER,https://secure-i6.ztat.net/detail/M5/92/1I/07/LQ/11/M5921I07L-Q11@1.jpg,Cardigan - noir,Morgan,FEMALE,womens-clothing-cardigans,0
102,AN621I03T-Q11,Grey,42,WINTER,https://secure-i4.ztat.net/detail/AN/62/1I/03/TQ/11/AN621I03T-Q11@7.jpg,Cardigan - black,Anna Field,FEMALE,womens-clothing-cardigans,0
103,P5621G00E-Q00,Black,37,SUMMER,https://secure-i1.ztat.net/detail/P5/62/1G/00/EQ/00/P5621G00E-Q00@4.1.jpg,Cardigan - schwarz,Passport,FEMALE,womens-clothing-cardigans,0
104,P5621G00E-K00,Blue,37,SUMMER,https://secure-i6.ztat.net/detail/P5/62/1G/00/EK/00/P5621G00E-K00@7.jpg,Cardigan - navy,Passport,FEMALE,womens-clothing-cardigans,0
105,PC721I009-Q00,Black,65,WINTER,https://secure-i4.ztat.net/detail/PC/72/1I/00/9Q/00/PC721I009-Q00@1.1.jpg,DORLENE - Cardigan - schwarz,Opus,FEMALE,womens-clothing-cardigans,0
106,PC721I002-802,Black,30,WINTER,https://secure-i3.ztat.net/detail/PC/72/1I/00/28/02/PC721I002-802@1.1.jpg,AMARYLLIS - Cardigan - black,Opus,FEMALE,womens-clothing-cardigans,0
107,PC721I002-104,Silver,30,WINTER,https://secure-i2.ztat.net/detail/PC/72/1I/00/21/04/PC721I002-104@1.1.jpg,AMARYLLIS - Cardigan - silver,Opus,FEMALE,womens-clothing-cardigans,0
108,M5921I05H-909,Black,25,SUMMER,https://secure-i1.ztat.net/detail/M5/92/1I/05/H9/09/M5921I05H-909@1.1.jpg,CALOU - Cardigan - noir,Morgan,FEMALE,womens-clothing-cardigans,0
109,KA321I01Z-113,Grey,25,SUMMER,https://secure-i2.ztat.net/detail/KA/32/1I/01/Z1/13/KA321I01Z-113@1.1.jpg,Cardigan - dark grey melange,Kaffe,FEMALE,womens-clothing-cardigans,0
110,GA321I01C-K11,Blue,75,SUMMER,https://secure-i6.ztat.net/detail/GA/32/1I/01/CK/11/GA321I01C-K11@3.1.jpg,Cardigan - navy,Gant,FEMALE,womens-clothing-cardigans,0
111,ZA821I000-Q00,Black,21,SUMMER,https://secure-i5.ztat.net/detail/ZA/82/1I/00/0Q/00/ZA821I000-Q00@6.1.jpg,Cardigan - black,Zalando Essentials,FEMALE,womens-clothing-cardigans,0
112,GA321I01S-503,Blue,95,SUMMER,https://secure-i5.ztat.net/detail/GA/32/1I/01/S5/03/GA321I01S-503@1.1.jpg,Cardigan - navy,Gant,FEMALE,womens-clothing-cardigans,0
113,SO221I08O-D11,Silver,40,ALL,https://secure-i5.ztat.net/detail/SO/22/1I/08/OD/11/SO221I08O-D11@14.jpg,Cardigan - silber melange,s.Oliver,FEMALE,womens-clothing-cardigans,0
114,ED121I03L-C11,Grey,29,ALL,https://secure-i3.ztat.net/detail/ED/12/1I/03/LC/11/ED121I03L-C11@14.jpg,Cardigan - dark granite melange,edc by Esprit,FEMALE,womens-clothing-cardigans,0
115,ON321I09A-A11,White,20,SUMMER,https://secure-i1.ztat.net/detail/ON/32/1I/09/AA/11/ON321I09A-A11@13.jpg,EMMA - Cardigan - cloud dancer,ONLY,FEMALE,womens-clothing-cardigans,0
116,V1021I08V-B11,Beige,11,ALL,https://secure-i3.ztat.net/detail/V1/02/1I/08/VB/11/V1021I08V-B11@2.jpg,CONFIDENT - Cardigan - birch,Vila,FEMALE,womens-clothing-cardigans,0
117,AN621I03F-704,Beige,34,WINTER,https://secure-i2.ztat.net/detail/AN/62/1I/03/F7/04/AN621I03F-704@1.1.jpg,Cardigan - beige,Anna Field,FEMALE,womens-clothing-cardigans,0
118,SE521I056-C11,Grey,75,SUMMER,https://secure-i1.ztat.net/detail/SE/52/1I/05/6C/11/SE521I056-C11@14.jpg,SFMIMI - Cardigan - ashes of roses,Selected Femme,FEMALE,womens-clothing-cardigans,0
119,CR221I049-Q11,Black,50,SUMMER,https://secure-i5.ztat.net/detail/CR/22/1I/04/9Q/11/CR221I049-Q11@16.1.jpg,Cardigan - bluish black,Cream,FEMALE,womens-clothing-cardigans,0
120,SO221I09A-K11,Blue,42,SUMMER,https://secure-i2.ztat.net/detail/SO/22/1I/09/AK/11/SO221I09A-K11@16.jpg,Cardigan - flavour blue,s.Oliver,FEMALE,womens-clothing-cardigans,0
121,ZA821I016-Q11,Black,17,SUMMER,https://secure-i5.ztat.net/detail/ZA/82/1I/01/6Q/11/ZA821I016-Q11@14.jpg,Cardigan - black,Zalando Essentials,FEMALE,womens-clothing-cardigans,0
122,ON321I0CO-A11,White,30,SUMMER,https://secure-i1.ztat.net/detail/ON/32/1I/0C/OA/11/ON321I0CO-A11@5.jpg,ONLSPARKS - Cardigan - cloud dancer,ONLY,FEMALE,womens-clothing-cardigans,0
123,SO221I09C-K11,Blue,30,SUMMER,https://secure-i4.ztat.net/detail/SO/22/1I/09/CK/11/SO221I09C-K11@14.jpg,Cardigan - eclipse blue,s.Oliver,FEMALE,womens-clothing-cardigans,0
124,ON321I0CS-A11,White,25,SUMMER,https://secure-i4.ztat.net/detail/ON/32/1I/0C/SA/11/ON321I0CS-A11@14.jpg,ONLNEW INVISIBLE - Cardigan - cloud dancer,ONLY,FEMALE,womens-clothing-cardigans,0
125,ON321I0CS-Q11,Black,25,SUMMER,https://secure-i2.ztat.net/detail/ON/32/1I/0C/SQ/11/ON321I0CS-Q11@16.jpg,ONLNEW INVISIBLE - Cardigan - black,ONLY,FEMALE,womens-clothing-cardigans,0
126,ON321I0CQ-I11,Lilac,25,SUMMER,https://secure-i4.ztat.net/detail/ON/32/1I/0C/QI/11/ON321I0CQ-I11@14.jpg,ONLNEW KONGFU - Cardigan - teaberry,ONLY,FEMALE,womens-clothing-cardigans,0
